Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2018,"LAA",39,0.051282051,0.282051282,0.181818181,0.25,0.282051282,0.527777777,0.809829059,0.277777777,0.260869565,5.246947323502381,0.6878474406612705,0.33631982405980426,118.51991201141064
2018,"BAL",35,0.028571428,0.257142857,0.111111111,0.264705882,0.285714285,0.44117647,0.726890755,0.176470588,0.333333333,3.965327447493242,-0.1261724473641651,0.31028103828430176,100.2144362080493
2018,"BOS",41,0.048780487,0.073170731,0.666666666,0.384615384,0.414634146,0.641025641,1.055659787,0.256410257,0.382352941,9.233127367773966,4.440227490941003,0.44745346831112376,186.29939893045713
2018,"KCR",37,0.135135135,0.297297297,0.454545454,0.1875,0.297297297,0.28125,0.578547297,0.09375,0.25,2.8831801734507083,-1.4421197153985492,0.2669224352449984,65.73489752023316
2018,"OAK",40,0.075,0.275,0.272727272,0.277777777,0.35,0.583333333,0.933333333,0.305555556,0.318181818,7.274642807478546,2.598642927641512,0.3943363130092621,155.85033022540375
2018,"SEA",44,0.045454545,0.159090909,0.285714285,0.404761904,0.431818181,0.738095238,1.169913419,0.333333334,0.419354838,11.527082311585716,6.383482443764975,0.4925400194796649,224.4132299320714
2018,"TBR",36,0.083333333,0.111111111,0.75,0.258064516,0.305555555,0.354838709,0.660394264,0.096774193,0.275862068,3.2937966647973864,-0.9146032270559459,0.2835574183199141,82.30206356614491
2018,"TEX",43,0.069767441,0.348837209,0.2,0.275,0.325581395,0.625,0.950581395,0.35,0.333333333,7.95542047084012,2.928720600015307,0.3903470592839377,155.18632024010978
2018,"ARI",38,0.052631578,0.184210526,0.285714285,0.277777777,0.315789473,0.666666666,0.982456139,0.388888889,0.24,7.343493405913654,2.901293520068471,0.4082906779490019,160.0812700189645
2018,"ATL",49,0.163265306,0.122448979,1.333333333,0.375,0.479166666,0.55,1.029166666,0.175,0.424242424,10.737845331470675,5.009745478670305,0.4444056674838066,178.4433968808857
2018,"CHC",47,0.212765957,0.255319148,0.833333333,0.285714285,0.468085106,0.485714285,0.953799391,0.2,0.409090909,9.269986094685637,3.77568623587712,0.4136287686617478,164.50670424410956
2018,"CIN",36,0.083333333,0.166666666,0.5,0.212121212,0.277777777,0.303030303,0.58080808,0.090909091,0.23076923,2.615499961473967,-1.592899930379366,0.26046115656693775,66.33012160126269
2018,"COL",31,0.064516129,0.451612903,0.142857142,0.068965517,0.129032258,0.172413793,0.301446051,0.103448276,0.071428571,-0.835408733680088,-4.459308640553791,0.1383683354623856,-20.841096734838562
2018,"MIA",36,0.083333333,0.083333333,1,0.181818181,0.25,0.181818181,0.431818181,0,0.2,0.39627368702201615,-3.8121262048313165,0.19017838750566754,18.279190555781366
2018,"HOU",42,0.071428571,0.166666666,0.428571428,0.210526315,0.285714285,0.342105263,0.627819548,0.131578948,0.233333333,3.68155068155564,-1.228249192273248,0.2788522754396711,79.71416849549944
2018,"LAD",36,0.055555555,0.138888888,0.4,0.235294117,0.277777777,0.323529411,0.601307188,0.088235294,0.275862068,2.731289024664587,-1.4771108671887452,0.2644038183821572,69.24465148805548
2018,"MIL",37,0.027027027,0.351351351,0.076923076,0.257142857,0.277777777,0.542857142,0.820634919,0.285714285,0.315789473,4.964094540654187,0.6387946518049286,0.3451928761270311,113.74708795985643
2018,"WSN",37,0.081081081,0.189189189,0.428571428,0.352941176,0.405405405,0.5,0.905405405,0.147058824,0.423076923,6.663210769964075,2.3379108811148166,0.39215523165625493,147.5164103156779
2018,"NYM",31,0.064516129,0.322580645,0.2,0.107142857,0.193548387,0.107142857,0.300691244,0,0.166666666,-0.469604475316835,-4.093504382190538,0.15283310605633643,-2.325127360966092
2018,"PHI",42,0.071428571,0.071428571,1,0.342105263,0.38095238,0.526315789,0.907268169,0.184210526,0.342857142,7.281581305298757,2.3717814314698686,0.3839229189214252,142.65851260663675
2018,"PIT",33,0.06060606,0.121212121,0.5,0.166666666,0.242424242,0.2,0.442424242,0.033333334,0.192307692,0.42324832600868834,-3.4344515748568667,0.1929719466716051,18.589546878246942
2018,"STL",40,0.125,0.225,0.555555555,0.242424242,0.35,0.515151515,0.865151515,0.272727273,0.260869565,6.325431833228263,1.6494319533912276,0.36524741649627684,135.02978452348228
2018,"SDP",39,0.102564102,0.23076923,0.444444444,0.323529411,0.384615384,0.558823529,0.943438913,0.235294118,0.375,7.1677669078383115,2.6086670249972017,0.39669333818631297,154.62868349609911
2018,"SFG",37,0.081081081,0.297297297,0.272727272,0.264705882,0.324324324,0.588235294,0.912559618,0.323529412,0.333333333,6.289898832082134,1.9645989432328772,0.37978736935435115,145.03774549546984
