Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2018,"LAA",35,0.057142857,0.314285714,0.181818181,0.1875,0.228571428,0.1875,0.416071428,0,0.272727272,0.5361011156643192,-3.555398779193087,0.19017838750566754,22.28906480235823
2018,"BAL",42,0.023809523,0.047619047,0.5,0.447368421,0.476190476,0.710526315,1.186716791,0.263157894,0.428571428,11.110822769088394,6.201022895259506,0.4956833195118677,224.02300045824273
2018,"BOS",42,0.142857142,0.071428571,2,0.342857142,0.428571428,0.485714285,0.914285713,0.142857143,0.34375,7.4478427268414364,2.538042853012548,0.38753177479999823,146.2148619636513
2018,"CHW",39,0.025641025,0.205128205,0.125,0.236842105,0.256410256,0.289473684,0.54588394,0.052631579,0.3,2.1668067188016122,-2.3922931640394984,0.239507549848312,49.46102133474897
2018,"CLE",41,0.073170731,0.195121951,0.375,0.378378378,0.414634146,0.405405405,0.820039551,0.027027027,0.466666666,6.299705320565553,1.506805443732591,0.35975032027174786,130.09351292873362
2018,"DET",32,0,0.21875,0,0.2,0.21875,0.333333333,0.552083333,0.133333333,0.217391304,1.6572867488373426,-2.0835131550322865,0.23488753661513329,48.924778817866766
2018,"KCR",36,0.083333333,0.166666666,0.5,0.322580645,0.361111111,0.483870967,0.844982078,0.161290322,0.346153846,5.368022919313271,1.159623027459938,0.35418561432096696,127.34224044873768
2018,"MIN",37,0.081081081,0.324324324,0.25,0.205882352,0.27027027,0.323529411,0.593799681,0.117647059,0.285714285,2.7756725522814847,-1.5496273365677733,0.26336069686992747,63.20496856240738
2018,"NYY",36,0.111111111,0.166666666,0.666666666,0.25,0.333333333,0.59375,0.927083333,0.34375,0.217391304,6.3439372335159865,2.135537341662654,0.3874158693684472,149.62347103355876
2018,"OAK",39,0.153846153,0.205128205,0.75,0.15625,0.307692307,0.28125,0.588942307,0.125,0.173913043,3.3360329494914653,-1.2230669333496453,0.27625764180452395,77.21843726179428
2018,"SEA",33,0,0.03030303,0,0.242424242,0.242424242,0.393939393,0.636363635,0.151515151,0.225806451,2.634966969566504,-1.2227329312990511,0.26928052757725573,77.07767071366465
2018,"TBR",42,0.047619047,0.142857142,0.333333333,0.342857142,0.375,0.428571428,0.803571428,0.085714286,0.366666666,6.074081194191654,1.1642813203627662,0.3451225146651268,126.60695086257775
2018,"TEX",37,0.081081081,0.243243243,0.333333333,0.235294117,0.297297297,0.235294117,0.532591414,0,0.32,2.2539691778056206,-2.071330711043638,0.24607661124822255,49.432886419211286
2018,"TOR",42,0.095238095,0.166666666,0.571428571,0.315789473,0.38095238,0.47368421,0.85463659,0.157894737,0.344827586,6.865792222658316,1.955992348829427,0.3717876814660572,138.47538051772148
2018,"ARI",38,0.105263157,0.157894736,0.666666666,0.176470588,0.263157894,0.205882352,0.469040246,0.029411764,0.214285714,1.5416341294528304,-2.9005657563923544,0.2211328133156425,36.33205743327448
2018,"ATL",39,0.102564102,0.128205128,0.8,0.375,0.432432432,0.625,1.057432432,0.25,0.384615384,7.8852745474848644,3.326174664643755,0.44190732208458156,167.48039407965015
2018,"CHC",44,0.068181818,0.295454545,0.23076923,0.256410256,0.302325581,0.256410256,0.558735837,0,0.37037037,2.5064386362930855,-2.6371612315276547,0.2422468208131336,50.48628163294002
2018,"CIN",45,0.177777777,0.244444444,0.727272727,0.388888888,0.5,0.555555555,1.055555555,0.166666667,0.541666666,9.819640984062447,4.559141119245782,0.4501835606818975,178.40767306547798
2018,"COL",33,0.03030303,0.181818181,0.166666666,0.161290322,0.181818181,0.322580645,0.504398826,0.161290323,0.16,1.07495172674181,-2.7827481741237445,0.21133240244605325,30.479714889764242
2018,"MIA",44,0.113636363,0.136363636,0.833333333,0.333333333,0.409090909,0.641025641,1.05011655,0.307692308,0.333333333,9.675363662192952,4.531763794372214,0.44095224277539685,185.1352650717191
