Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2018,"LAA",36,0.111111111,0.305555555,0.363636363,0.1875,0.277777777,0.28125,0.559027777,0.09375,0.25,2.4604999619602124,-1.7478999298931204,0.2551833473973804,65.31310240669336
2018,"BAL",42,0.047619047,0.214285714,0.222222222,0.375,0.404761904,0.5,0.904761904,0.125,0.466666666,7.554088905559423,2.6442890317305348,0.39187633707409814,149.91106250695952
2018,"CHW",38,0.105263157,0.184210526,0.571428571,0.264705882,0.342105263,0.44117647,0.783281733,0.176470588,0.307692307,5.2333680819647315,0.7911681961195469,0.34022171403232376,119.82627495396274
2018,"CLE",38,0.105263157,0.131578947,0.8,0.242424242,0.342105263,0.303030303,0.645135566,0.060606061,0.285714285,3.5829032215186554,-0.859296664326529,0.28541886001019867,77.0558750018172
2018,"DET",38,0.026315789,0.105263157,0.25,0.388888888,0.405405405,0.555555555,0.96096096,0.166666667,0.419354838,7.711721792713412,3.2695219068682277,0.4123645940342465,171.65037730533774
2018,"KCR",43,0.116279069,0.116279069,1,0.27027027,0.357142857,0.459459459,0.816602316,0.189189189,0.29032258,6.3534154511979075,1.326715580373095,0.3539340382530576,122.13997115127317
2018,"MIN",31,0.032258064,0.387096774,0.083333333,0.166666666,0.193548387,0.233333333,0.42688172,0.066666667,0.277777777,0.38539555337165066,-3.2385043535020523,0.18664184116548108,18.112841371187226
2018,"NYY",42,0.071428571,0.19047619,0.375,0.307692307,0.357142857,0.487179487,0.844322344,0.17948718,0.344827586,6.603284601975336,1.6934847281464482,0.36412612313315984,131.93814596562095
2018,"OAK",39,0.051282051,0.205128205,0.25,0.382352941,0.435897435,0.558823529,0.994720964,0.176470588,0.461538461,8.013571158421636,3.454471275580526,0.42327791452407837,176.00120196089733
2018,"SEA",36,0.055555555,0.166666666,0.333333333,0.264705882,0.305555555,0.352941176,0.658496731,0.088235294,0.296296296,3.4880076006342753,-0.7203922912190575,0.29017037484380936,88.51968610877772
2018,"TBR",41,0.170731707,0.170731707,1,0.28125,0.43902439,0.59375,1.03277439,0.3125,0.304347826,8.885634921355061,4.092735044522099,0.4370641751987178,184.52756259706936
2018,"TOR",40,0.15,0.225,0.666666666,0.235294117,0.35,0.382352941,0.732352941,0.147058824,0.291666666,5.061220845849348,0.38522096601231315,0.32650523632764816,107.66945115504203
2018,"CHC",49,0.142857142,0.102040816,1.4,0.375,0.489795918,0.575,1.064795918,0.2,0.411764705,11.359847338497701,5.631747485697331,0.45334389184912044,190.40853613789173
2018,"CIN",37,0.054054054,0.162162162,0.333333333,0.314285714,0.351351351,0.342857142,0.694208493,0.028571428,0.379310344,4.143984476062304,-0.1813154127869543,0.3086930094538508,93.93962761038863
2018,"COL",40,0.15,0.25,0.6,0.205882352,0.325,0.264705882,0.589705882,0.05882353,0.291666666,3.4045022115301986,-1.2714976683068377,0.27573452442884444,57.743167180482274
2018,"HOU",44,0.045454545,0.227272727,0.2,0.357142857,0.386363636,0.714285714,1.10064935,0.357142857,0.392857142,10.39206705174243,5.248467183921689,0.46091917157173157,201.42912090772518
2018,"LAD",40,0.1,0.2,0.5,0.285714285,0.358974358,0.6,0.958974358,0.314285715,0.291666666,6.874637740800183,2.198637860963148,0.39613888451927587,146.03276270694437
2018,"MIL",43,0.116279069,0.162790697,0.714285714,0.263157894,0.348837209,0.394736842,0.743574051,0.131578948,0.322580645,5.061904496556284,0.03520462573147132,0.3179850464775449,100.30099312411004
2018,"WSN",35,0.057142857,0.114285714,0.5,0.21875,0.257142857,0.40625,0.663392857,0.1875,0.214285714,2.5303121682001333,-1.5611877266572733,0.26766984953599815,62.13007594645163
2018,"NYM",33,0.03030303,0.333333333,0.09090909,0.1875,0.212121212,0.5,0.712121212,0.3125,0.166666666,3.3708813362837375,-0.4868185645818177,0.29661670778736926,92.42939840410708
2018,"PIT",38,0.105263157,0.289473684,0.363636363,0.21875,0.324324324,0.21875,0.543074324,0,0.333333333,2.546649363038859,-1.8955505228063252,0.2604056322896803,64.13008235860711
2018,"STL",41,0.097560975,0.219512195,0.444444444,0.351351351,0.414634146,0.405405405,0.820039551,0.054054054,0.464285714,6.44470534050162,1.6518054636686583,0.3640855158247599,133.2688028156365
